index,objectid,site_id,name,active_flag,address_street,address_city,address_state,address_zip,city,county,cong_district,senate_district,house_district,huc8,watershed_name,site_url,activity,activity_list,mpca_id,mpca_id_list,program_code_list,program_name,program_name_list,industrial_classification,ic_flag,latitude,longitude,coord_collect_method_code,coord_collect_method_name,shape,geometry
156981,156957,19781,Jam Hardware Inc,Y,2851 Johnson St NE ,Minneapolis,MN,55418-3055,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/19781,Hazardous Waste,Hazardous Waste,MND985758465,MND985758465,HW,Hazardous Waste,Hazardous Waste,,N,45.0193853,-93.236987,A1,Address Matching House Number,0101000020E6100000F0A485CB2A4F57C0F7C2AE377B824640,POINT (481328.1889933039 4985130.9942877665)
106795,106780,18525,Jessie's Auto Body,Y,1515 29th Ave NE ,Minneapolis,MN,55418-2216,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/18525,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MND096489018,MND096489018,HW,Hazardous Waste,Hazardous Waste,"General Automotive Repair ; Automotive Body, Paint, and Interior Repair and Maintenance ",N,45.0203414,-93.2381912,A1,Address Matching House Number,0101000020E61000007B8C4D863E4F57C09FE0078C9A824640,POINT (481233.62380624464 4985237.483968483)
109581,109560,20747,Johnson Healthcare Associates,Y,2904 Johnson St NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/20747,Hazardous Waste,Hazardous Waste,MNR000016030,MNR000016030,HW,Hazardous Waste,Hazardous Waste,Offices of Physicians (except Mental Health Specialists) ,N,45.020392,-93.237365,A1,Address Matching House Number,0101000020E6100000C30DF8FC304F57C0CE8C7E349C824640,POINT (481298.73462259903 4985242.913727108)
12452,12410,17630,Steen David J DDS PA,N,2915 Johnson St NE ,Minneapolis,MN,55418-2233,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/17630,Hazardous Waste,Hazardous Waste,MND985676246,MND985676246,HW,Hazardous Waste,Hazardous Waste,,N,45.0205705,-93.237072,A1,Address Matching House Number,0101000020E610000007B309302C4F57C09561DC0DA2824640,POINT (481321.87743729225 4985262.675233478)
154269,154238,34021,Childrens Dental Services,Y,2955 Hayes St NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/34021,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNR000023887,MNR000023887,HW,Hazardous Waste,Hazardous Waste,Health Services,N,45.021302,-93.2343998,A1,Address Matching House Number,0101000020E610000018CC0468004F57C071AB2006BA824640,POINT (481532.64815406763 4985343.322638111)
144889,144845,106196,North East Junior High School,Y,2955 Hayes St NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/106196,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0007206; TS0002358,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,45.0214474,-93.2344699,A1,Address Matching House Number,0101000020E61000005E190A8E014F57C0C8CAD4C9BE824640,POINT (481527.1720100923 4985359.490818613)
167405,167404,112949,Mount Carmel Lutheran Church,Y,1701 Saint Anthony Pkwy ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/112949,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0003263; TS0014373,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,45.0236354,-93.2357459,A1,Address Matching House Number,0101000020E6100000A1AAF875164F57C092031B7C06834640,POINT (481427.3486677739 4985602.843272919)
65896,65859,194894,Hiawatha Corridor,Y,I 94 to 31st St ,Minneapolis,MN,55404,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/194894,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0009127,LS0009127,SR,Investigation and Cleanup,Investigation and Cleanup,,N,45.02388022,-93.23324653,AU,Address Matching Unknown,0101000020E61000005A90DA82ED4E57C0EDF5CD810E834640,POINT (481624.33517755254 4985629.469131654)
166761,166756,24077,Northeast Dental Wellness,Y,3201 Johnson St NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/24077,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MND985771575,MND985771575,HW,Hazardous Waste,Hazardous Waste,Offices of Dentists ,N,45.0257777,-93.2371433,A1,Address Matching House Number,0101000020E6100000CB7D175B2D4F57C0A93B05AF4C834640,POINT (481317.95422339416 4985841.148706881)
26953,26919,119885,CSAH 136/Silver Lake Road Recon,N,See location description ,Saint Anthony,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/119885,Construction Stormwater,Construction Stormwater,C00025368,C00025368,ST,Stormwater,Stormwater,,N,45.0222113,-93.24469908,Q2,Public Land Survey-Two Quarter,0101000020E6100000867D5426A94F57C0038DE3D1D7824640,POINT (480721.51114215225 4985446.737154617)
25570,25540,105707,Washington Court Apartments,N,Address Unknown ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/105707,Construction Stormwater,Construction Stormwater,C00019534,C00019534,ST,Stormwater,Stormwater,,N,45.0222113,-93.24469908,Q2,Public Land Survey-Two Quarter,0101000020E6100000867D5426A94F57C0038DE3D1D7824640,POINT (480721.51114215225 4985446.737154617)
53978,53930,48229,Saint Anthony Water Reuse Facility,N,Address Unknown ,Saint Anthony,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/48229,Construction Stormwater,Construction Stormwater,C00025961,C00025961,ST,Stormwater,Stormwater,,N,45.0222113,-93.24469908,Q2,Public Land Survey-Two Quarter,0101000020E6100000867D5426A94F57C0038DE3D1D7824640,POINT (480721.51114215225 4985446.737154617)
26889,26854,104468,2006 St. Anthony Street Reconstruction -,N,See location description ,Saint Anthony,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/104468,Construction Stormwater,Construction Stormwater,C00017287,C00017287,ST,Stormwater,Stormwater,,N,45.0222113,-93.24469908,Q2,Public Land Survey-Two Quarter,0101000020E6100000867D5426A94F57C0038DE3D1D7824640,POINT (480721.51114215225 4985446.737154617)
86244,86224,60390,Hennepin County Central Ave,Y,1900 & 1910-1918 Central Ave NW ,Minneapolis,MN,55418-4530,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/60390,Hazardous Waste,Hazardous Waste,MNR000106468,MNR000106468,HW,Hazardous Waste,Hazardous Waste,,N,45.0222113,-93.24469908,Q2,Public Land Survey-Two Quarter,0101000020E6100000867D5426A94F57C0038DE3D1D7824640,POINT (480721.51114215225 4985446.737154617)
158864,158850,85143,Silver Lake Village,N,See location description ,Saint Anthony,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/85143,Construction Stormwater,Construction Stormwater,C00013774,C00013774,ST,Stormwater,Stormwater,,N,45.0222113,-93.24469908,Q2,Public Land Survey-Two Quarter,0101000020E6100000867D5426A94F57C0038DE3D1D7824640,POINT (480721.51114215225 4985446.737154617)
131903,131873,23569,Wojack Wldg Northern Gases,N,3021 Central Ave NE ,Minneapolis,MN,55418-2122,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/23569,Hazardous Waste,Hazardous Waste,MN0000975870,MN0000975870,HW,Hazardous Waste,Hazardous Waste,,N,45.0228671,-93.2470038,DM,Digitized - MPCA internal map,0101000020E610000037BF06E9CE4F57C0C253234FED824640,POINT (480540.15586317854 4985520.140302741)
167777,167776,197122,Shoreham Yards,Y,31st & Central Ave NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/197122,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0006101,LS0006101,SR,Investigation and Cleanup,Investigation and Cleanup,,N,45.0238975,-93.2473958,A1,Address Matching House Number,0101000020E6100000BD8A3155D54F57C0637AC2120F834640,POINT (480509.6222116198 4985634.699645221)
110452,110432,140518,SP 0207-95 TH 65,N,Address Unknown ,Minneapolis,MN,55421,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/140518,Construction Stormwater,Construction Stormwater,C00033593,C00033593,ST,Stormwater,Stormwater,,N,45.0247,-93.2475,G8,GPS - Other,0101000020E6100000A4703D0AD74F57C0091B9E5E29834640,POINT (480501.68555490073 4985723.872819683)
134283,134251,187108,MNDoT Th 65 Central Avenue,Y,See Location Description ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/187108,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",VP16860,VP16860,SR,Investigation and Cleanup,Investigation and Cleanup,,N,45.02583074,-93.24469355,Q2,Public Land Survey-Two Quarter,0101000020E6100000B2B2220FA94F57C008C4F36B4E834640,POINT (480723.1619655354 4985848.811944026)
105972,105957,105914,Mprb Gross Golf Course,Y,2201 Saint Anthony Blvd ,Saint Anthony,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/105914,Multiple Activities,Aboveground Tanks; Underground Tanks,TS0002122,TS0002122,TL,Tanks,Tanks,,N,45.0192231,-93.2293374,A1,Address Matching House Number,0101000020E6100000FB2FC676AD4E57C0F3E90CE775824640,POINT (481930.8418032875 4985111.239096252)
87850,87828,91023,Gross National Golf Practice Facility,N,2201 Saint Anthony Blvd ,Saint Anthony,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/91023,Construction Stormwater,Construction Stormwater,C00010557,C00010557,ST,Stormwater,Stormwater,,N,45.0192556,-93.2293185,A1,Address Matching House Number,0101000020E61000008A778027AD4E57C0E721AEF776824640,POINT (481932.3411442449 4985114.8452307135)
166471,166467,217477,Gloria Dei Lutheran Church,Y,3014 McKinley St. NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/217477,Hazardous Waste,Hazardous Waste,MNS000313480,MNS000313480,HW,Hazardous Waste,Hazardous Waste,Religious Organizations ,N,45.022673,-93.22846,DP,Digitized - MPCA online map,0101000020E61000006D1CB1169F4E57C048C0E8F2E6824640,POINT (482001.0528701261 4985494.285606266)
99582,99559,233615,NE Small Engine Repair and Lovin LLC,Y,3046 McKinley St NE ,Minneapolis,MN,55418-2318,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/233615,Hazardous Waste,Hazardous Waste,MNS000336176,MNS000336176,HW,Hazardous Waste,Hazardous Waste,Home and Garden Equipment Repair and Maintenance ,N,45.02361452,-93.22852831,A1,Address Matching House Number,0101000020E6100000406A3435A04E57C02D8EF3CC05834640,POINT (481995.9663483533 4985598.892305025)
37579,37541,60793,Dale's Freelance Transmissions,Y,3258 Stinson Blvd ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/60793,Hazardous Waste,Hazardous Waste,MNR000106039,MNR000106039,HW,Hazardous Waste,Hazardous Waste,,N,45.0268493,-93.2271132,A1,Address Matching House Number,0101000020E61000005B9FCD05894E57C0D3B540CC6F834640,POINT (482108.4612971907 4985957.923498465)
6845,6805,216299,2017 Concrete Pavement Rehabilitation,Y, ,Minneapolis,MN,55401,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/216299,Construction Stormwater,Construction Stormwater,C00045962,C00045962,ST,Stormwater,Stormwater,,N,45.026901,-93.233006,DW,Digitized - Web Map Google / Yahoo / Microsoft,0101000020E61000006571FF91E94E57C0679DF17D71834640,POINT (481644.25062309176 4985964.986830747)
69846,69822,118623,Freelance Transmission Repair,N,3258 Stinson Blvd ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/118623,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0015316; TS0123798,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,45.02702256,-93.22717014,I2,Digitized-DOQ,0101000020E6100000607BA0F4894E57C023BAA97975834640,POINT (482104.02964960464 4985977.18319857)
140120,140078,19648,Stinson Automotive Inc,Y,3300 Stinson Blvd ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/19648,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MND022942536,MND022942536,HW,Hazardous Waste,Hazardous Waste,General Automotive Repair ,N,45.027656,-93.227068,A1,Address Matching House Number,0101000020E6100000F67D3848884E57C0E3C4573B8A834640,POINT (482112.27346566133 4986047.528195068)
140786,140742,108717,Stinson Automotive,Y,3300 Stinson Blvd ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/108717,Multiple Activities,"Aboveground Tanks; Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0015225; TS0019724,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,45.0277678,-93.2269445,A1,Address Matching House Number,0101000020E610000074603942864E57C0E17030E58D834640,POINT (482122.03731899796 4986059.920535577)
136805,136771,132203,Greg Zajac,Y,3452 Stinson Blvd ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/132203,Hazardous Waste,Hazardous Waste,MNS000147470,MNS000147470,HW,Hazardous Waste,Hazardous Waste,Private Households,N,45.0304791,-93.2269609,A1,Address Matching House Number,0101000020E610000020BE0287864E57C013DB38BDE6834640,POINT (482121.58984956035 4986361.117160048)
92485,92460,192489,Midwest Auto Repair,Y,3650 Stinson Blvd NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/192489,"Brownfields, Petroleum Brownfield","Brownfields, Petroleum Brownfield",PB4065,PB4065,SR,Investigation and Cleanup,Investigation and Cleanup,,N,45.0346083,-93.2269788,A1,Address Matching House Number,0101000020E6100000A9B816D2864E57C0C855760B6E844640,POINT (482121.46608826413 4986819.826122229)
114392,114377,107456,Superamerica #4185,Y,1816 37th Ave NE 37th Ave Ne & Cleveland,Minneapolis,MN,55421,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/107456,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0008016; TS0001522,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,45.03538194,-93.23029514,G6,GPS - Recr Receiver WAAS enabled real time dif cor,0101000020E610000093AED327BD4E57C0A395396587844640,POINT (481860.4888576646 4986906.506675272)
147851,147802,111036,Stinson Champion Auto,Y,3650 Stinson Blvd NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/111036,Multiple Activities,"Aboveground Tanks; Petroleum Remediation, Leak Site",Multiple IDs,LS0017156; TS0052740,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,45.0353923,-93.2271587,DM,Digitized - MPCA internal map,0101000020E61000001FE0A4C4894E57C0DE8321BC87844640,POINT (482107.54013759096 4986906.959011232)
63535,63492,19936,Midwest Auto Repair,Y,3650 Stinson Blvd ,Minneapolis,MN,55418-1521,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/19936,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MND070735261,MND070735261,HW,Hazardous Waste,Hazardous Waste,General Automotive Repair ; Other Automotive Mechanical and Electrical Repair and Maintenance ,N,45.035399,-93.2271587,DM,Digitized - MPCA internal map,0101000020E61000001FE0A4C4894E57C0D2A755F487844640,POINT (482107.542226466 4986907.703301911)
20480,20440,150222,Lighthouse of Columbia Heights,Y,3801 Hart Blvd ,Columbia Heights,MN,55421,Columbia Heights,Anoka,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/150222,"Hazardous Waste, Small quantity generator","Hazardous Waste, Small quantity generator",MNS000212183,MNS000212183,HW,Hazardous Waste,Hazardous Waste,Assisted Living Facilities for the Elderly ,N,45.0356492,-93.230668,A1,Address Matching House Number,0101000020E6100000F50EB743C34E57C075102A2790844640,POINT (481831.2043937985 4986936.279776025)
77010,76990,139591,Shoreham Yard,Y,2800 Central Ave NE ,Minneapolis,MN,55418-2952,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/139591,Multiple Activities,"Hazardous Waste, Small quantity generator; Industrial Stormwater; Wastewater, Industrial SDS Permit",Multiple IDs,A00000913; MN0070297; MNR000053678; MNR05352B; MNR053BZM; MNS000138826,HW; ST; WW,Multiple Programs,Hazardous Waste; Stormwater; Water Quality,Line-Haul Railroads ; Short Line Railroads ,N,45.020245,-93.250032,DP,Digitized - MPCA online map,0101000020E610000006BD3786005057C02A745E6397824640,POINT (480300.6822134484 4985229.5895027295)
13529,13489,196136,Soo Line Shoreham Yard,Y,2800 Central Ave NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/196136,Multiple Activities,"Superfund; Superfund, Superfund Program Non-listed Sites",Multiple IDs,SR0000380; VP5080,SR,Investigation and Cleanup,Investigation and Cleanup,,N,45.02053095,-93.2496862,DM,Digitized - MPCA internal map,0101000020E6100000CDD0D3DBFA4F57C0256717C2A0824640,POINT (480328.0249612625 4985261.270954713)
103646,103628,193412,Cp Rail Collector Pan Area,Y,Central Ave NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/193412,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0001571,LS0001571,SR,Investigation and Cleanup,Investigation and Cleanup,,N,45.02129339,-93.24883681,I2,Digitized-DOQ,0101000020E61000006C3F3AF1EC4F57C0E2D5E6BDB9824640,POINT (480395.2064471386 4985345.762646596)
77279,77257,203057,Soo Line Shoreham Dump,Y,See Location Description ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/203057,Multiple Activities,"Brownfields, Voluntary Investigation and Cleanup; Superfund, Operable unit or subsite",Multiple IDs,SR0000385; VP5081,SR,Investigation and Cleanup,Investigation and Cleanup,,Y,45.02205325,-93.25218974,DM,Digitized - MPCA internal map,0101000020E6100000F46B6FE0235057C0A0C211A4D2824640,POINT (480131.3049899115 4985430.991432187)
152482,152444,197220,Promiscuous Dump - Mpls,Y,See Location Description ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/197220,Site Assessment,Site Assessment,SA0007705,SA0007705,SR,Investigation and Cleanup,Investigation and Cleanup,,N,45.02302128,-93.2513364,I1,Digitized-DRG,0101000020E6100000D79244E5155057C0255B7E5CF2824640,POINT (480198.86915471277 4985538.318784232)
113399,113385,194037,Soo Line Disposal Site,Y,Quincy St Ne & Saint Anthony Blvd ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/194037,CERCLIS Site,CERCLIS Site,MND982074585,MND982074585,SR,Investigation and Cleanup,Investigation and Cleanup,,N,45.02350985,-93.25141689,I1,Digitized-DRG,0101000020E6100000920DDE36175057C02371EA5E02834640,POINT (480192.6963829621 4985592.612697176)
21205,21159,61295,MPRB Columbia Golf Course,Y,3300 Central Avenue NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/61295,Multiple Activities,"Brownfields, Petroleum Brownfield and Voluntary Investigation and Cleanup; Hazardous Waste; Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,BF0001569; LS0004100; MNR000103416; TS0002120,HW; SR; TL,Multiple Programs,Hazardous Waste; Investigation and Cleanup; Tanks,,N,45.0281457,-93.24841774,A1,Address Matching House Number,0101000020E6100000F5428513E64F57C0F3823E479A834640,POINT (480430.5589147895 4986106.870233689)
82990,82971,236962,Northern Columbia Golf Course BMPs,Y,3300 Central Ave NE ,Minneapolis,MN,55418-1219,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/236962,Construction Stormwater,Construction Stormwater,C00058518,C00058518,ST,Stormwater,Stormwater,,N,45.030639,-93.254786,DP,Digitized - MPCA online map,0101000020E6100000A25EF0694E5057C0B77D8FFAEB834640,POINT (479929.7600571226 4986385.405463451)
130504,130473,20114,MPRB Northeast Service Center,Y,800 Columbia Blvd NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/20114,Multiple Activities,"Aboveground Tanks; Hazardous Waste, Minimal quantity generator; Underground Tanks",Multiple IDs,MNR000031401; TS0002125; TS0020494,HW; TL,Multiple Programs,Hazardous Waste; Tanks,Nature Parks and Other Similar Institutions,N,45.0324589,-93.2501505,A1,Address Matching House Number,0101000020E6100000FF243E77025057C069FBFC9C27844640,POINT (480295.53789297136 4986586.435773405)
70137,70110,196941,Central Avenue Municipal Dump,Y,See Location Description ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/196941,Site Assessment,Site Assessment,SA0007665,SA0007665,SR,Investigation and Cleanup,Investigation and Cleanup,,N,45.02718864,-93.24744769,I1,Digitized-DRG,0101000020E61000005401D62ED64F57C0B5CFD7EA7A834640,POINT (480506.65154203563 4986000.318178672)
87360,87340,17567,Luhms Refinishing Inc,Y,936 33rd Ave NE ,Minneapolis,MN,55418-1335,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/17567,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MND982418923,MND982418923,HW,Hazardous Waste,Hazardous Waste,Reupholstery and Furniture Repair,N,45.02747,-93.2469191,A1,Address Matching House Number,0101000020E61000007FD0C485CD4F57C081CF0F2384834640,POINT (480548.3882598363 4986031.446680168)
166505,166502,227859,Chalet Dry Cleaning,Y,3301 - 3305 Central Ave. NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/227859,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",BF0000979,BF0000979,SR,Investigation and Cleanup,Investigation and Cleanup,,N,45.027838,-93.247052,DP,Digitized - MPCA online map,0101000020E6100000541A31B3CF4F57C004CB113290834640,POINT (480538.04342582804 4986072.3590249205)
86868,86850,137950,Bywood East Health Care,Y,3427 Central Ave NE ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/137950,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNS000164897,MNS000164897,HW,Hazardous Waste,Hazardous Waste,Nursing Care Facilities (Skilled Nursing Facilities) ,N,45.0299193,-93.2471925,A1,Address Matching House Number,0101000020E610000041D47D00D24F57C076824765D4834640,POINT (480527.68113833683 4986303.600340393)
134406,134374,234505,35th Ave NE Storm Sewer Improvements,Y, ,Minneapolis,MN,55418,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/234505,Construction Stormwater,Construction Stormwater,C00056650,C00056650,ST,Stormwater,Stormwater,,N,45.031257,-93.242201,DP,Digitized - MPCA online map,0101000020E6100000BE839F38804F57C0B262B83A00844640,POINT (480921.3286839816 4986451.013601715)
19492,19448,21039,Home Hospital Equipment Co,N,3634 Central Ave NE ,Minneapolis,MN,55418-1374,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/21039,Hazardous Waste,Hazardous Waste,MNR000041152,MNR000041152,HW,Hazardous Waste,Hazardous Waste,,N,45.0341841,-93.2475674,A1,Address Matching House Number,0101000020E610000091A3EF24D84F57C087C5032560844640,POINT (480499.59737305023 4986777.459118101)
126209,126182,17497,Haack Joseph M Dds,Y,3643 Central Ave NE ,Minneapolis,MN,55418-1342,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/17497,Hazardous Waste,Hazardous Waste,MN0000804401,MN0000804401,HW,Hazardous Waste,Hazardous Waste,Health Services,N,45.0343368,-93.2471727,A1,Address Matching House Number,0101000020E6100000B2BD71ADD14F57C04F86F42565844640,POINT (480530.7391589938 4986794.32721168)
104193,104171,50997,CVS Pharmacy 5996,Y,3655 Central Ave NE ,Minneapolis,MN,55418-1342,Minneapolis,Hennepin,5.0,60.0,60A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/50997,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNS000152918,MNS000152918,HW,Hazardous Waste,Hazardous Waste,Pharmacies and Drug Stores ; One-Hour Photofinishing ,N,45.0346387,-93.2471199,A1,Address Matching House Number,0101000020E6100000362CFCCFD04F57C086D6790A6F844640,POINT (480535.0005115092 4986827.852014413)
